StoreName,City,State,Longitude,Latitude,Geometry,Address,Tel,Url
Trader Joe's Fort Collins (304),Fort Collins,Colorado,-105.075344775,40.539307699999995,POINT (-105.075344775 40.53930769999999),"3500, South College Avenue, Fairway Estates, Fort Collins, Larimer County, Colorado, 80525, United States",970-223-3560,https://locations.traderjoes.com/co/fort-collins/
Trader Joe's Greenwood Village (303),Greenwood Village,Colorado,-104.9594378,39.6081988,POINT (-104.9594378 39.6081988),"Yogurt Shack, 5910, South University Boulevard, Greenwood Village, Arapahoe County, Colorado, 80121, United States",303-730-3848,https://locations.traderjoes.com/co/greenwood-village/
Trader Joe's Littleton (306),Littleton,Colorado,-105.0874724,39.6111935,POINT (-105.0874724 39.6111935),"Music Go Round, 8055, West Bowles Avenue, Littleton, Jefferson County, Colorado, 80123, United States",720-981-4563,https://locations.traderjoes.com/co/littleton/
Trader Joe's Danbury (525),Danbury,Connecticut,-73.52251314382792,41.392431900000005,POINT (-73.52251314382792 41.39243190000001),"113, Mill Plain Road, Mill Plain, Danbury, Fairfield County, Connecticut, 96810, United States",203-739-0098,https://locations.traderjoes.com/ct/danbury/
Trader Joe's Darien (522),Darien,Connecticut,-73.4653983,41.0820412,POINT (-73.4653983 41.0820412),"Boston Post Road Historic District, Post Road, Boston Post Road Historic District, Darien, Fairfield County, Connecticut, 06820, United States",203-656-1414,https://locations.traderjoes.com/ct/darien/
Trader Joe's Fairfield (523),Fairfield,Connecticut,-73.2533157,41.1830926,POINT (-73.2533157 41.1830926),"Trader Joe's, 2258, Black Rock Turnpike, Fairfield, Fairfield County, Connecticut, 06824-4099, United States",203-330-8301,https://locations.traderjoes.com/ct/fairfield/
Trader Joe's Manchester (563),Manchester,Connecticut,-72.55870958064516,41.80522261290323,POINT (-72.55870958064516 41.80522261290323),"1510, Pleasant Valley Road, Manchester, Hartford County, Connecticut, 06042, United States",860-644-3182,https://locations.traderjoes.com/ct/manchester/
Trader Joe's Orange (524),Orange,Connecticut,-72.99607522576804,41.271041087343995,POINT (-72.99607522576804 41.271041087344),"560, Boston Post Road, Orange, New Haven County, Connecticut, 06516, United States",203-795-5505,https://locations.traderjoes.com/ct/orange/
Trader Joe's Stamford (529),Stamford,Connecticut,-73.54822276542265,41.105449302804864,POINT (-73.54822276542265 41.10544930280486),"1041, High Ridge Road, Turn of River, Stamford, Fairfield County, Connecticut, 06905, United States",203-321-8440,https://locations.traderjoes.com/ct/stamford/
Trader Joe's West Hartford (526),West Hartford,Connecticut,-72.7201996,41.7303124,POINT (-72.7201996 41.7303124),"New Britain Avenue, Elmwood, West Hartford, Hartford County, Connecticut, 06110, United States",860-561-4771,https://locations.traderjoes.com/ct/west-hartford/
Trader Joe's Westport (521),Westport,Connecticut,-73.3626601,41.1410683,POINT (-73.3626601 41.1410683),"Post Road, Westport, Fairfield County, Connecticut, 06880, United States",203-226-8966,https://locations.traderjoes.com/ct/westport/
Trader Joe's Glover Park (620),Washington,District Of Columbia,-77.0501167018817,38.90254275,POINT (-77.05011670188171 38.90254275),"Lieutenant General George Washington Statue, K Street Northwest, Golden Triangle, Washington, District of Columbia, 20036-5305, United States",202-944-8403,https://locations.traderjoes.com/dc/washington/
Trader Joe's Washington - 14Th St (662),Washington,District Of Columbia,-77.0322113,38.9161261,POINT (-77.0322113 38.9161261),"Trader Joe's, 1914, 14th Street Northwest, Cardozo/Shaw, Washington, District of Columbia, 20009, United States",202-986-1591,https://locations.traderjoes.com/dc/washington/
Trader Joe's Washington - 25Th St (653),Washington,District Of Columbia,-77.0531294,38.9041925,POINT (-77.0531294 38.9041925),"Trader Joe's, 1101, 25th Street Northwest, West End, Washington, District of Columbia, 20037, United States",202-296-1921,https://locations.traderjoes.com/dc/washington/
Trader Joe's Washington - Capitol Hill (622),Washington,District Of Columbia,-76.9467576,38.8637409,POINT (-76.9467576 38.8637409),"Pennsylvania Avenue, Washington, District of Columbia, 20746-8001, United States",202-698-0190,https://locations.traderjoes.com/dc/washington/
Trader Joe's Washington - Union Market District (621),Washington,District Of Columbia,-77.0005857,38.9074588,POINT (-77.0005857 38.9074588),"Trader Joe's, 350, Florida Avenue Northeast, Washington, District of Columbia, 20002, United States",202-608-1023,https://locations.traderjoes.com/dc/washington/
Trader Joe's Christiana (759),Newark,Delaware,-75.64796599773507,39.673119549999996,POINT (-75.64796599773507 39.67311955),"Trader Joe's, 2500, Fashion Center Boulevard, Christiana Fashion Center, Newark, New Castle County, Delaware, 19702, United States",302-292-6825,https://locations.traderjoes.com/de/newark/
Trader Joe's Wilmington (636),Wilmington,Delaware,-75.5415864,39.83381,POINT (-75.5415864 39.83381),"Trader Joe's, 5605, Concord Pike, Concord Hills, Wilmington, New Castle County, Delaware, 19803, United States",302-478-8494,https://locations.traderjoes.com/de/wilmington/
Trader Joe's Boca Raton (773),Boca Raton,Florida,-80.08634518367347,26.342293408163265,POINT (-80.08634518367347 26.34229340816326),"855, Federal Highway, Boca Raton, Palm Beach County, Florida, 33432, United States",561-338-5031,https://locations.traderjoes.com/fl/boca-raton/
Trader Joe's Coral Gables (781),Coral Gables,Florida,-80.2852949,25.7078019,POINT (-80.2852949 25.7078019),"Dixie Highway, Coral Gables, Miami-Dade County, Florida, 33124, United States",305-442-5402,https://locations.traderjoes.com/fl/coral-gables/
Trader Joe's Coral Springs (782),Coral Springs,Florida,-80.24990349456083,26.264977115229126,POINT (-80.24990349456083 26.26497711522913),"2796, North University Drive, Coral Springs, Broward County, Florida, 33065, United States",954-227-3407,https://locations.traderjoes.com/fl/coral-springs/
Trader Joe's Davie (778),Davie,Florida,-80.2496633,26.0930247,POINT (-80.24966329999999 26.0930247),"Trader Joe's, 2296, South University Drive, Davie, Pembroke Pines, Broward County, Florida, 33324, United States",954-512-2968,https://locations.traderjoes.com/fl/davie/
Trader Joe's Delray Beach (771),Delray Beach,Florida,-80.0702715,26.4392684,POINT (-80.0702715 26.4392684),"Trader Joe's, 1851, Federal Highway, Tropic Isle, Delray Beach, Palm Beach County, Florida, 33483, United States",561-278-1493,https://locations.traderjoes.com/fl/delray-beach/
Trader Joe's Fort Lauderdale (776),Fort Lauderdale,Florida,-80.10714145955252,26.21103339218749,POINT (-80.10714145955252 26.21103339218749),"1560, Federal Highway, Pompano Beach, Fort Lauderdale, Broward County, Florida, 33062, United States",954-537-3585,https://locations.traderjoes.com/fl/fort-lauderdale/
Trader Joe's Fort Myers (784),Fort Myers,Florida,-81.871837,26.5970484,POINT (-81.871837 26.5970484),"Cleveland Avenue, Fort Myers, Lee County, Florida, 33907, United States",239-275-1712,https://locations.traderjoes.com/fl/fort-myers/
Trader Joe's Gainesville (764),Gainesville,Florida,-82.37949086561912,29.62104665300745,POINT (-82.37949086561912 29.62104665300745),"3724, Archer Road, Robinswood, City of Gainesville Municipal Boundaries, Alachua County, Florida, 32608, United States",352-378-9321,https://locations.traderjoes.com/fl/gainesville/
Trader Joe's Jacksonville (769),Jacksonville,Florida,-81.628474,30.17372295652174,POINT (-81.628474 30.17372295652174),"11112, San Jose Boulevard, Mandarin, Jacksonville, Duval County, Florida, 32223, United States",904-880-0582,https://locations.traderjoes.com/fl/jacksonville/
Trader Joe's Jacksonville Beach (760),Jacksonville Beach,Florida,-81.389875,30.2569889,POINT (-81.389875 30.2569889),"Trader Joe's, 4180, 3rd Street South, Jacksonville Beach, Duval County, Florida, 32250, United States",904-241-1770,https://locations.traderjoes.com/fl/jacksonville-beach/
Trader Joe's Miami - Midtown (794),Miami,Florida,-84.2911715,39.5910847,POINT (-84.2911715 39.5910847),"1st Avenue, Miami Township, Montgomery County, Ohio, 45342, United States",,https://locations.traderjoes.com/fl/miami/
Trader Joe's Pinecrest (770),Miami,Florida,-80.2410627,25.7388306,POINT (-80.2410627 25.7388306),"Dixie Highway, South Bay Estates, Miami, Miami-Dade County, Florida, 33133, United States",305-661-1432,https://locations.traderjoes.com/fl/miami/
Trader Joe's Miami Beach (779),Miami Beach,Florida,-80.1421582,25.7918117,POINT (-80.1421582 25.7918117),"1683, West Avenue, Miami Beach, Miami-Dade County, Florida, 33139, United States",305-534-4951,https://locations.traderjoes.com/fl/miami-beach/
Trader Joe's Naples (762),Naples,Florida,-81.8005364,26.2680314,POINT (-81.8005364 26.2680314),"Trader Joe's, 10600, Tamiami Trail North, Naples Park, Collier County, Florida, 34108, United States",239-596-5631,https://locations.traderjoes.com/fl/naples/
Trader Joe's Orlando<Br>Dr. Phillips (768),Orlando,Florida,-81.457339,28.4513096,POINT (-81.457339 28.4513096),"Sand Lake Road, Orlando, Orange County, Florida, 32819-8902, United States",407-345-0611,https://locations.traderjoes.com/fl/orlando/
Trader Joe's Palm Beach Gardens (772),Palm Beach Gardens,Florida,-80.07392536734694,26.84461979591837,POINT (-80.07392536734694 26.84461979591837),"2560, PGA Boulevard, Palm Beach Gardens, Palm Beach County, Florida, 33410, United States",561-514-6455,https://locations.traderjoes.com/fl/palm-beach-gardens/
Trader Joe's Pembroke Pines (775),Pembroke Pines,Florida,-80.3108133,26.0060034,POINT (-80.31081330000001 26.0060034),"Trader Joe's, 11960, Pines Boulevard, Pembroke Pines, Broward County, Florida, 33026, United States",954-432-0405,https://locations.traderjoes.com/fl/pembroke-pines/
Trader Joe's Sarasota (761),Sarasota,Florida,-82.552774,27.370135,POINT (-82.552774 27.370135),"4101, Tamiami Trail, Ringling - Near Campus Housing, Sarasota, Sarasota County, Florida, 34234, United States",941-922-5727,https://locations.traderjoes.com/fl/sarasota/
Trader Joe's St. Petersburg (767),St. Petersburg,Florida,-82.645086,27.7390393,POINT (-82.64508600000001 27.7390393),"4th Street, Lake Shore Park, Saint Petersburg, Pinellas County, Florida, 33705, United States",727-824-0907,https://locations.traderjoes.com/fl/st.-petersburg/
Trader Joe's Tallahassee (763),Tallahassee,Florida,-84.25064105,30.50406545,POINT (-84.25064105 30.50406545),"Starbucks, 3425, Thomasville Road, Tallahassee, Leon County, Florida, 32312-2015, United States",850-894-2538,https://locations.traderjoes.com/fl/tallahassee/
Trader Joe's Tampa (766),Tampa,Florida,-82.5063364,27.9372872,POINT (-82.5063364 27.9372872),"Trader Joe's, 3808, West Swann Avenue, Tampa, Hillsborough County, Florida, 33609, United States",813-872-6846,https://locations.traderjoes.com/fl/tampa/
Trader Joe's Wellington (774),Wellington,Florida,-80.2052549,26.6286374,POINT (-80.2052549 26.6286374),"South Florida Radiation Oncology, 3343, State Road 7, Wellington, Palm Beach County, Florida, 33447, United States",561-656-1067,https://locations.traderjoes.com/fl/wellington/
Trader Joe's Winter Park (765),Winter Park,Florida,-81.3657236,28.5982758,POINT (-81.3657236 28.5982758),"131, Orlando Avenue, Winter Park, Orange County, Florida, 32789, United States",407-622-0874,https://locations.traderjoes.com/fl/winter-park/
Trader Joe's Athens (736),Athens,Georgia,-83.4429154,33.9155126,POINT (-83.4429154 33.9155126),"Trader Joe's, 1850, Epps Bridge Parkway, Ben Dowdy, Athens-Clarke County Unified Government, Oconee County, Georgia, 30606, United States",706-583-8934,https://locations.traderjoes.com/ga/athens/
Trader Joe's Atlanta (730),Atlanta,Georgia,-84.3678804,33.7797895,POINT (-84.3678804 33.7797895),"Trader Joe's, 931, Monroe Drive Northeast, Atlanta, Fulton County, Georgia, 30308, United States",404-815-9210,https://locations.traderjoes.com/ga/atlanta/
Trader Joe's Buckhead (735),Atlanta,Georgia,-84.3751232,33.8408678,POINT (-84.3751232 33.8408678),"Trader Joe’s, 3183, Peachtree Road, Buckhead, Atlanta, Fulton County, Georgia, 30305, United States",404-842-0907,https://locations.traderjoes.com/ga/atlanta/
Trader Joe's Marietta (732),Marietta,Georgia,-84.4810981,33.9740669,POINT (-84.4810981 33.9740669),"Roswell Road, Marietta, Cobb County, Georgia, 30062, United States",678-560-3585,https://locations.traderjoes.com/ga/marietta/
Trader Joe's Norcross - Peachtree Corners (734),Norcross,Georgia,-84.22177049689137,33.96670375,POINT (-84.22177049689137 33.96670375),"Hyatt Place Atlanta/Norcross/Peachtree, 5600, Peachtree Parkway Northwest, Peachtree Corners, Gwinnett County, Georgia, 30092, United States",678-966-9236,https://locations.traderjoes.com/ga/norcross/
Trader Joe's Roswell (733),Roswell,Georgia,-84.3796574,34.05939,POINT (-84.3796574 34.05939),"Trader Joe's, 635, West Crossville Road, Greenway, Roswell, Fulton County, Georgia, 30075, United States",770-645-8505,https://locations.traderjoes.com/ga/roswell/
Trader Joe's Sandy Springs (731),Sandy Springs,Georgia,-84.37899487234043,33.925987106382976,POINT (-84.37899487234043 33.92598710638298),"6277, Roswell Road, Sandy Springs, Fulton County, Georgia, 30328, United States",404-236-2414,https://locations.traderjoes.com/ga/sandy-springs/
Trader Joe's Coralville (728),Coralville,Iowa,-91.56465860341982,41.6833337,POINT (-91.56465860341982 41.6833337),"Trader Joe's, 920, Ponseti Way, Iowa River Landing, Coralville, Johnson County, Iowa, 52241, United States",319-351-7223,https://locations.traderjoes.com/ia/coralville/
Trader Joe's W Des Moines (721),West Des Moines,Iowa,-93.795463,41.561815,POINT (-93.795463 41.561815),"Lasik Plus, 6305, Mills Civic Parkway, Galleria at Jordan Creek, West Des Moines, Dallas County, Iowa, 50266, United States",515-225-3820,https://locations.traderjoes.com/ia/west-des-moines/
Trader Joe's Boise (360),Boise,Idaho,-116.20380567653032,43.6130214,POINT (-116.2038056765303 43.6130214),"Trader Joe's, 300, South Capitol Boulevard, Downtown, Boise, Ada County, Idaho, 83702, United States",208-336-7282,https://locations.traderjoes.com/id/boise/
Trader Joe's Meridian (361),Meridian,Idaho,-116.3520918,43.6316344,POINT (-116.3520918 43.6316344),"2986, North Eagle Road, Meridian, Ada County, Idaho, 83646, United States",208-506-2978,https://locations.traderjoes.com/id/meridian/
Trader Joe's Algonquin (699),Algonquin,Illinois,-88.33572592778127,42.15119500340404,POINT (-88.33572592778127 42.15119500340404),"1800, Randall Road, Algonquin, Dundee Township, Kane County, Illinois, 60102, United States",847-854-4886,https://locations.traderjoes.com/il/algonquin/
Trader Joe's Arlington Heights (687),Arlington Heights,Illinois,-87.9928149,42.120989,POINT (-87.9928149 42.120989),"North Rand Road, Arlington Heights, Wheeling Township, Cook County, Illinois, 60004, United States",847-506-0752,https://locations.traderjoes.com/il/arlington-heights/
Trader Joe's Batavia (689),Batavia,Illinois,-88.3532306,41.8648343,POINT (-88.3532306 41.8648343),"Fabyan Parkway, Batavia, Geneva Township, Kane County, Illinois, 60134, United States",630-879-3234,https://locations.traderjoes.com/il/batavia/
Trader Joe's Chicago (688),Chicago,Illinois,-87.6275525,41.5079787,POINT (-87.62755249999999 41.5079787),"Lincoln Avenue, Chicago Heights, Bloom Township, Cook County, Illinois, 60411, United States",773-248-4920,https://locations.traderjoes.com/il/chicago/
Trader Joe's Chicago - Diversey Pkwy (703),Chicago,Illinois,-88.215465,41.92175,POINT (-88.21546499999999 41.92175),"Diversey Parkway, West Chicago, DuPage County, Illinois, 60185, United States",773-935-7255,https://locations.traderjoes.com/il/chicago/
Trader Joe's Chicago - Lincoln Park (691),Chicago,Illinois,-87.6555334,41.9146611,POINT (-87.6555334 41.9146611),"Extra Space Storage, 1840, North Clybourn Avenue, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",312-274-9733,https://locations.traderjoes.com/il/chicago/
Trader Joe's Chicago - River North (696),Chicago,Illinois,-87.6346975,41.8931797,POINT (-87.6346975 41.8931797),"West Ontario Street, Near North Side, Chicago, Cook County, Illinois, 60654, United States",312-951-6369,https://locations.traderjoes.com/il/chicago/
Trader Joe's Chicago - South Loop (701),Chicago,Illinois,-87.6216577,41.7313634,POINT (-87.6216577 41.7313634),"Wabash Avenue, Garden Homes, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",312-588-0489,https://locations.traderjoes.com/il/chicago/
Trader Joe's Hyde Park (706),Chicago,Illinois,-87.5884753,41.7963222,POINT (-87.5884753 41.7963222),"Trader Joe's, 1528, East 55th Street, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",773-363-8831,https://locations.traderjoes.com/il/chicago/
Trader Joe's Downers Grove (683),Downers Grove,Illinois,-88.0520485,41.8041449,POINT (-88.0520485 41.8041449),"Ogden Avenue, Downers Grove, DuPage County, Illinois, 60563, United States",630-241-1662,https://locations.traderjoes.com/il/downers-grove/
Trader Joe's Evanston (702),Evanston,Illinois,-87.68007947419537,42.0397986,POINT (-87.68007947419537 42.0397986),"Trader Joe's, 1211, Chicago Avenue, South Evanston, Evanston, Evanston Township, Cook County, Illinois, 60202, United States",847-733-0690,https://locations.traderjoes.com/il/evanston/
Trader Joe's Glen Ellyn (680),Glen Ellyn,Illinois,-88.0588424,41.8605469,POINT (-88.0588424 41.8605469),"Trader Joe's, 680, East Roosevelt Road, Glen Ellyn, DuPage County, Illinois, 60137, United States",630-858-5077,https://locations.traderjoes.com/il/glen-ellyn/
Trader Joe's Glenview (681),Glenview,Illinois,-87.79711740787045,42.08093555,POINT (-87.79711740787045 42.08093555),"Trader Joe's, 1407, Waukegan Road, Glenview, Northfield Township, Cook County, Illinois, 60025, United States",847-657-7821,https://locations.traderjoes.com/il/glenview/
Trader Joe's La Grange (685),La Grange,Illinois,-87.8697976,41.8178191,POINT (-87.8697976 41.8178191),"South La Grange Road, La Grange, Lyons Township, Cook County, Illinois, 60525, United States",708-579-0838,https://locations.traderjoes.com/il/la-grange/
Trader Joe's Lake Zurich (684),Lake Zurich,Illinois,-88.1237165,42.1905228,POINT (-88.1237165 42.1905228),"State Route 22, North Barrington, Lake County, Illinois, 60010, United States",847-550-7827,https://locations.traderjoes.com/il/lake-zurich/
Trader Joe's Libertyville (704),Libertyville,Illinois,-87.947239,42.255322,POINT (-87.947239 42.255322),"1600, Milwaukee Avenue, Libertyville, Lake County, Illinois, 60048, United States",847-680-1739,https://locations.traderjoes.com/il/libertyville/
Trader Joe's Naperville (690),Naperville,Illinois,-88.140736,41.756997,POINT (-88.140736 41.756997),"East Gartner Road, East Highlands, Naperville, DuPage County, Illinois, 60566, United States",630-355-4389,https://locations.traderjoes.com/il/naperville/
Trader Joe's Northbrook (682),Northbrook,Illinois,-87.79835078306638,42.150438699999995,POINT (-87.79835078306638 42.1504387),"Trader Joe's, 127, Skokie Boulevard, Lee Acres, Northbrook, Cook County, Illinois, 60062, United States",847-480-9280,https://locations.traderjoes.com/il/northbrook/
Trader Joe's Oak Park (697),Oak Park,Illinois,-87.7943645,41.6109936,POINT (-87.7943645 41.6109936),"Harlem Avenue, Oak Forest, Bremen Township, Cook County, Illinois, 60467, United States",708-386-1169,https://locations.traderjoes.com/il/oak-park/
Trader Joe's Orland Park (686),Orland Park,Illinois,-87.8546535,41.6181431,POINT (-87.8546535 41.6181431),"Trader Joe's, 14924, South La Grange Road, Orland Park, Orland Township, Cook County, Illinois, 60462, United States",708-349-9021,https://locations.traderjoes.com/il/orland-park/
Trader Joe's Park Ridge (698),Park Ridge,Illinois,-87.8324492,42.0128847,POINT (-87.8324492 42.0128847),"Trader Joe's, 190, North Northwest Highway, Park Ridge, Maine Township, Cook County, Illinois, 60068, United States",847-292-1108,https://locations.traderjoes.com/il/park-ridge/
Trader Joe's Schaumburg (705),Schaumburg,Illinois,-88.04383795817702,42.05062322394581,POINT (-88.04383795817702 42.05062322394581),"1426, Golf Road, Schaumburg, Schaumburg Township, Cook County, Illinois, 60173, United States",847-619-0095,https://locations.traderjoes.com/il/schaumburg/
Trader Joe's Fort Wayne (757),Fort Wayne,Indiana,-85.1950822,41.0714045,POINT (-85.1950822 41.0714045),"4110, West Jefferson Boulevard, Fort Wayne, Allen County, Indiana, 46804, United States",260-432-5828,https://locations.traderjoes.com/in/fort-wayne/
Trader Joe's Indianapolis - Castleton (671),Indianapolis,Indiana,-86.0751612,39.9037659,POINT (-86.0751612 39.9037659),"Trader Joe's, 5473, East 82nd Street, Allisonville, Indianapolis, Marion County, Indiana, 46250, United States",317-595-8950,https://locations.traderjoes.com/in/indianapolis/
Trader Joe's Indianapolis - W 86Th (670),Indianapolis,Indiana,-86.212464,39.912493,POINT (-86.212464 39.912493),"Trader Joe's, 2902, West 86th Street, Indianapolis, Marion County, Indiana, 46268, United States",317-337-1880,https://locations.traderjoes.com/in/indianapolis/
Trader Joe's South Bend (600),South Bend,Indiana,-86.2205545,41.6804167,POINT (-86.22055450000001 41.6804167),"South Bend Fire Department Station #3, McKinley Avenue, South Bend, Saint Joseph County, Indiana, 46615, United States",574-472-8744,https://locations.traderjoes.com/in/south-bend/
Trader Joe's Leawood (723),Leawood,Kansas,-94.6359163,38.9124389,POINT (-94.63591630000001 38.9124389),"Trader Joe's, 4201, West 119th Street, Leawood, Johnson County, Kansas, 66209, United States",913-327-7209,https://locations.traderjoes.com/ks/leawood/
Trader Joe's Wichita (729),Wichita,Kansas,-97.2440388,37.7162088,POINT (-97.2440388 37.7162088),"1800, North Rock Road, Minneha, Wichita, Sedgwick County, Kansas, 67206, United States",316-634-1846,https://locations.traderjoes.com/ks/wichita/
Trader Joe's Crestview Hills<Br>Wine Shop (789),Crestview Hills,Kentucky,-84.57486856123401,39.02965346573054,POINT (-84.57486856123401 39.02965346573054),"2785, Dixie Highway, Crestview Hills, Kenton County, Kentucky, 41017, United States",859-331-1472,https://locations.traderjoes.com/ky/crestview-hills/
Trader Joe's Crestview Hills Grocery (788),Crestview Hills,Kentucky,-84.57481017517603,39.029678239483324,POINT (-84.57481017517603 39.02967823948332),"2780, Dixie Highway, Crestview Hills, Kenton County, Kentucky, 41017, United States",859-331-0034,https://locations.traderjoes.com/ky/crestview-hills/
Trader Joe's Lexington<Br>Wine Shop (626),Lexington,Kentucky,-84.51836310592466,38.0049128,POINT (-84.51836310592466 38.0049128),"Trader Joe's, 2320, Nicholasville Road, Deerfield, Lexington, Fayette County, Kentucky, 40503, United States",859-277-0144,https://locations.traderjoes.com/ky/lexington/
Trader Joe's Lexington Grocery (627),Lexington,Kentucky,-84.5181874,38.0048541,POINT (-84.5181874 38.0048541),"2326, Nicholasville Road, Deerfield, Lexington, Fayette County, Kentucky, 40503-1926, United States",859-313-5030,https://locations.traderjoes.com/ky/lexington/
Trader Joe's Louisville<Br>Wine Shop (625),Louisville,Kentucky,-85.759407,38.2542376,POINT (-85.759407 38.2542376),"Louisville, Jefferson County, Kentucky, United States",502-895-7872,https://locations.traderjoes.com/ky/louisville/
Trader Joe's Louisville Grocery (628),Louisville,Kentucky,-85.759407,38.2542376,POINT (-85.759407 38.2542376),"Louisville, Jefferson County, Kentucky, United States",502-895-1361,https://locations.traderjoes.com/ky/louisville/
Trader Joe's Baton Rouge (754),Baton Rouge,Louisiana,-91.15477498861506,30.42285905,POINT (-91.15477498861506 30.42285905),"Acme Oyster House, 3535, Perkins Road, Perkins Overpass District, Hundred Oaks, Baton Rouge, East Baton Rouge Parish, Louisiana, 70810, United States",225-382-0588,https://locations.traderjoes.com/la/baton-rouge/
Trader Joe's Metairie (755),Metairie,Louisiana,-90.1519082,30.0044819,POINT (-90.15190819999999 30.0044819),"Jefferson Feed, 2949, Veterans Memorial Boulevard, Metairie, Bonnabel Place, Jefferson Parish, Louisiana, 70062, United States",504-831-0253,https://locations.traderjoes.com/la/metairie/
Trader Joe's Acton (511),Acton,Massachusetts,-71.4144956,42.4824956,POINT (-71.4144956 42.4824956),"Trader Joe's, 145, Great Road, East Acton, Acton, Middlesex County, Massachusetts, 01720, United States",978-266-8908,https://locations.traderjoes.com/ma/acton/
Trader Joe's Allston (561),Allston,Massachusetts,-71.130034,42.3634369,POINT (-71.13003399999999 42.3634369),"Trader Joe's, 199, North Harvard Street, North Brighton, Allston, Boston, Suffolk County, Massachusetts, 02134, United States",617-787-1238,https://locations.traderjoes.com/ma/allston/
Trader Joe's Arlington (505),Arlington,Massachusetts,-71.1884932,42.4254014,POINT (-71.1884932 42.4254014),"Trader Joe's, 1427, Massachusetts Avenue, Arlington Heights, Arlington, Middlesex County, Massachusetts, 02476, United States",781-646-9138,https://locations.traderjoes.com/ma/arlington/
Trader Joe's Boston - Back Bay (510),Boston,Massachusetts,-71.0841008,42.3484447,POINT (-71.0841008 42.3484447),"Trader Joe's, 899, Boylston Street, Block G, Back Bay, Boston, Suffolk County, Massachusetts, 02115, United States",617-262-6505,https://locations.traderjoes.com/ma/boston/
Trader Joe's Fort Point Seaport (566),Boston,Massachusetts,-71.0469386,42.3519113,POINT (-71.0469386 42.3519113),"Thomson Place, Seaport District, Downtown Boston, Boston, Suffolk County, Massachusetts, 02210, United States",617-941-3714,https://locations.traderjoes.com/ma/boston/
Trader Joe's Brookline (501),Brookline,Massachusetts,-71.12052329942208,42.34190745,POINT (-71.12052329942208 42.34190745),"Trader Joe's, 1317, Beacon Street, Coolidge Corner, Brookline, Norfolk County, Massachusetts, 02446, United States",617-278-9997,https://locations.traderjoes.com/ma/brookline/
Trader Joe's Burlington (515),Burlington,Massachusetts,-71.2319165,42.5039424,POINT (-71.2319165 42.5039424),"Middlesex Turnpike, Burlington, Middlesex County, Massachusetts, 01803-5327, United States",781-273-2310,https://locations.traderjoes.com/ma/burlington/
Trader Joe's Cambridge (502),Cambridge,Massachusetts,-71.11420365000001,42.3582614,POINT (-71.11420365000001 42.3582614),"Trader Joe's, 748, Memorial Drive, Cambridgeport, Cambridge, Middlesex County, Massachusetts, 02139, United States",617-491-8582,https://locations.traderjoes.com/ma/cambridge/
Trader Joe's Cambridge Fresh Pond (517),Cambridge,Massachusetts,-71.14369010933325,42.3901085,POINT (-71.14369010933325 42.3901085),"211;215, Alewife Brook Parkway, Cambridge, Middlesex County, Massachusetts, 02474-8735, United States",617-498-3201,https://locations.traderjoes.com/ma/cambridge/
Trader Joe's Foxborough - Patriot Place (528),Foxborough,Massachusetts,-71.27019566231957,42.0863033,POINT (-71.27019566231957 42.0863033),"350;360;370;386;388;392, Patriot Place, Foxborough, Norfolk County, Massachusetts, 02035, United States",508-543-1978,https://locations.traderjoes.com/ma/foxborough/
Trader Joe's Framingham (503),Framingham,Massachusetts,-71.4232065833057,42.29808438712436,POINT (-71.4232065833057 42.29808438712436),"659, Worcester Road, Framingham, Middlesex County, Massachusetts, 01702, United States",508-935-2931,https://locations.traderjoes.com/ma/framingham/
Trader Joe's Hadley (512),Hadley,Massachusetts,-72.54936309528169,42.3578164,POINT (-72.54936309528169 42.3578164),"Trader Joe's, 375, Russell Street, Hadley, Hampshire County, Massachusetts, 01035-9538, United States",413-587-3260,https://locations.traderjoes.com/ma/hadley/
Trader Joe's Hanover (513),Hanover,Massachusetts,-70.8381274190912,42.1448544,POINT (-70.83812741909119 42.1448544),"Patriot Cinemas, 1775, Washington Street, Hanover, Plymouth County, Massachusetts, 02339, United States",781-826-5389,https://locations.traderjoes.com/ma/hanover/
Trader Joe's Hingham (530),Hingham,Massachusetts,-70.9253102,42.2477017,POINT (-70.9253102 42.2477017),"HMS Essington Drive, Lincoln Plaza, Hingham, Plymouth County, Massachusetts, 02191, United States",781-740-2038,https://locations.traderjoes.com/ma/hingham/
Trader Joe's Hyannis (514),Hyannis,Massachusetts,-70.29232556316569,41.6660197,POINT (-70.29232556316569 41.6660197),"Christmas Tree Promenade, 655, Iyannough Road, Hyannis, Barnstable, Barnstable County, Massachusetts, 02601, United States",508-790-3008,https://locations.traderjoes.com/ma/hyannis/
Trader Joe's Needham Heights (504),Needham,Massachusetts,-71.23510450392351,42.292601658485346,POINT (-71.23510450392351 42.29260165848535),"958, Highland Avenue, Needham Heights, Needham, Norfolk County, Massachusetts, 02494, United States",781-449-6993,https://locations.traderjoes.com/ma/needham/
